CUSTOMER_ID,FIRST_NAME,LAST_NAME,REGION,CITY
15489,97s8,97s8MAPqevVz,AMERICA     ,UNITED ST2
16143,985r,985r9P6tvBFgEkeZylv,AMERICA     ,BRAZIL   2
3791,9ApG,9ApGfY1GaefneFkxeTxsX,AMERICA     ,CANADA   4
7755,9b9v,9b9vAHTfyljqNUktuoAj9,AMERICA     ,CANADA   0
8746,9C6n,9C6n2DPi91,AMERICA     ,PERU     8
6928,9cL0,9cL0YFc6KgWbB40pR,AMERICA     ,BRAZIL   2
4463,9e0k,9e0kin646,AMERICA     ,ARGENTINA6
19332,9fIl,9fIl4odzqwrv,AMERICA     ,ARGENTINA1
13476,9FNc,9FNc0cAqbvAQuMJwC,AMERICA     ,CANADA   7
1996,9G2H,9G2HVc4,AMERICA     ,PERU     3
10477,9GKC,9GKCBJnGofBgyA,AMERICA     ,UNITED ST4
12163,9gPy,9gPykXoY73ZVvavIKS,AMERICA     ,BRAZIL   0
4422,9HGa,9HGaRCumn,AMERICA     ,BRAZIL   5
2693,9hyq,9hyq6Ev3tyFeG0X1RpoluHTF,AMERICA     ,BRAZIL   5
5783,9IdZ,9IdZDRIc1F7,AMERICA     ,UNITED ST0
1268,9jDU,9jDUjCcY53qvX9hmbuHamkQ,AMERICA     ,UNITED ST4
5026,QezJXTXcB,9jHHIjRoNL3O,AMERICA     ,BRAZIL   6
13472,9jzd,9jzdz1HVL,AMERICA     ,BRAZIL   1
19937,9K6,9K6HrCU7tdv,AMERICA     ,ARGENTINA3
4116,9KEp,9KEpZPCuv2OdEyorZ,AMERICA     ,CANADA   6
1617,9L30,9L30b3ynpXKYKNEonZ,AMERICA     ,BRAZIL   6
19895,9Lco,9LcoaMwR,AMERICA     ,ARGENTINA8
7384,9lCp,9lCpe1cxCDfMtX,AMERICA     ,CANADA   6
15324,9OF8,9OF8B1,AMERICA     ,PERU     5
8828,9pEW,9pEW1LhbOm13zm,AMERICA     ,CANADA   5
3535,dIsh2TT,9PqDnRZ58,AMERICA     ,PERU     5
229,9PwH,9PwHuLEvtWyUgzZmjTF,AMERICA     ,ARGENTINA1
14061,9qMW,9qMWEx79Hf,AMERICA     ,ARGENTINA6
16035,9SDk,9SDkLW2HRWLeQDm,AMERICA     ,ARGENTINA5
15152,9sHv,9sHvrUSifwTrkAg9,AMERICA     ,UNITED ST9
12722,uoWJgCgnHjaqbgCWb5,9T,AMERICA     ,UNITED ST3
4408,9TFT,9TFTaPpY3DTT6NCKb3KnEn1I,AMERICA     ,ARGENTINA4
12578,9tVv,9tVvmX,AMERICA     ,CANADA   1
18105,ndtZhcWxDDZy1AGv,9U7os,AMERICA     ,BRAZIL   6
13862,9ul9W8ayAgdwjILRpKs9BaJ,9ul9,AMERICA     ,CANADA   5
5702,DymO4e0v,9uOP9c,AMERICA     ,BRAZIL   1
16794,9UPa,9UPadO8c8mNUsG0SV9Oi5D0N,AMERICA     ,ARGENTINA0
1418,9Vxp,9VxpynrJnukOjxDDvbn3,AMERICA     ,PERU     9
17367,9wGe,9wGeqBk825NkqnN,AMERICA     ,CANADA   5
9072,9wIQ,9wIQA7Ek0XnDUHTE,AMERICA     ,PERU     6
13914,9xqx,9xqxREQTV0bC,AMERICA     ,UNITED ST1
10534,9xyI,9xyIkiLK33fd,AMERICA     ,ARGENTINA8
11903,9yw6,9yw6qlyD9zd4iPRH,AMERICA     ,PERU     9
6008,9Ztw,9ZtwreEHuGKPYta7Tzm3s0,AMERICA     ,BRAZIL   9
1242,FqSP6BpU4AemMYD,a,AMERICA     ,BRAZIL   5
8394,wwzEgYoJGgIwtza4vSqB,A,AMERICA     ,BRAZIL   2
19102,f,A1uYQ6MND,AMERICA     ,BRAZIL   2
12978,a24e,a24e1Ul,AMERICA     ,UNITED ST7
9681,a42i,a42im7fksptG,AMERICA     ,PERU     0
2034,YwPGZ5SYGAnfc2Yfunsa,a5,AMERICA     ,ARGENTINA4
14411,a5Zw,a5ZwQTNYeAPvZ,AMERICA     ,UNITED ST5
1775,a62Z,a62Zy9Sxo,AMERICA     ,BRAZIL   7
1506,a68O,a68OHjbc,AMERICA     ,ARGENTINA3
3100,a6aA,a6aA1lKmZ4j,AMERICA     ,ARGENTINA8
16783,A7iT,A7iThyI6ujFzvP6UWe,AMERICA     ,UNITED ST8
18921,a7iv,a7ivHGModbcFsADTbe92QBiH,AMERICA     ,PERU     7
18133,a9fd,a9fdPd,AMERICA     ,CANADA   9
2932,AAaM,AAaMPO3kjrp,AMERICA     ,BRAZIL   2
3782,AAko,AAko96Jq6i,AMERICA     ,PERU     3
6150,R3WT,AAKtwttTWymN,AMERICA     ,BRAZIL   1
12290,aAPz,aAPz5w,AMERICA     ,ARGENTINA0
10205,aaSC,aaSCdmCe6v,AMERICA     ,ARGENTINA0
592,dc,ab60a,AMERICA     ,UNITED ST3
7980,aC0O,aC0OC38JA4f,AMERICA     ,PERU     5
9300,ac9I,ac9Ia3Hn8lvRN49wp26a,AMERICA     ,ARGENTINA2
8996,ACbl,ACblbNX6uCL27OjSOzZiLq,AMERICA     ,PERU     2
18881,AcFg,AcFgHFBgUa,AMERICA     ,ARGENTINA4
14260,AcMh,AcMhGlxve7WzG,AMERICA     ,PERU     9
6582,ACoS,ACoSZxB3y2BH,AMERICA     ,CANADA   0
11205,Ad6,Ad6uGe4qMSBH,AMERICA     ,CANADA   8
16189,AdAm,AdAmf2fh,AMERICA     ,ARGENTINA7
15956,O3fTMIKMVB,AE,AMERICA     ,UNITED ST5
2115,Y,AE2VndbSyM2AwSt,AMERICA     ,PERU     8
4275,Tpa9,AekbyFs1I9OLen,AMERICA     ,CANADA   4
10538,z8UcwH,AEO1Ch7Twb,AMERICA     ,ARGENTINA4
18635,AErq,AErqUEH7jcdssaM52RNIjgvb,AMERICA     ,PERU     9
8351,AF4G,AF4GY4pb,AMERICA     ,CANADA   2
15820,afK4,afK4u6cTgJ,AMERICA     ,PERU     3
554,aFxQ,aFxQKyd9qhK23ED1,AMERICA     ,BRAZIL   9
14578,aG64,aG64u5gNP76xsTRgvT8,AMERICA     ,PERU     7
11774,aGh9,aGh9Ti2u0c,AMERICA     ,PERU     6
19790,aguC,aguCf8iAU6l4YIW,AMERICA     ,BRAZIL   2
12767,AgUf,AgUfIo1N5EWp8jITMg,AMERICA     ,ARGENTINA9
9699,aH8b,aH8bfel4nQ0YxNXI7sN,AMERICA     ,CANADA   8
19363,Ahuy,Ahuy5VmqXvTqRIM7e,AMERICA     ,UNITED ST8
3075,ahWcQz9qwlsN1OMy0Dqfm0,ahWc,AMERICA     ,PERU     3
12913,L,AhXVPnyJPa8v4cFhqaZdwj,AMERICA     ,BRAZIL   1
670,ahyO,ahyOfx,AMERICA     ,BRAZIL   1
8993,Aiaf,AiafIFio,AMERICA     ,BRAZIL   5
18622,aiAJ,aiAJ7gj51q843niyRLA,AMERICA     ,ARGENTINA0
18114,Aiyd,AiydxGRYC,AMERICA     ,ARGENTINA6
13793,AIyp,AIypJ2NNFQDsPY,AMERICA     ,PERU     4
10791,G35tYif9rvs0dnhGsJo,aJ,AMERICA     ,CANADA   6
3650,aJ5J,aJ5JGNttwkRyVpoZ4lt,AMERICA     ,PERU     8
4493,Ajv6,Ajv6tgl,AMERICA     ,BRAZIL   4
2482,aKiR,aKiRwNMwNhhEO,AMERICA     ,UNITED ST3
5616,AkkE,AkkEbsoDnfB0FI6W8,AMERICA     ,BRAZIL   1
19768,akVH,akVHIaK66IC7bjuWg,AMERICA     ,UNITED ST4
19733,ali4,ali4wTRNE51WFFy2eOIO,AMERICA     ,UNITED ST9
14394,aLVJ,aLVJixTX6vfAwuqtXiZ1,AMERICA     ,BRAZIL   9
15679,CLU,aMFeXwsI1LDFC4hsU3,AMERICA     ,CANADA   3
8455,amhl,amhl18yjZT,AMERICA     ,CANADA   5
14067,Amik,AmikNMQDvIwS2uffkY2r,AMERICA     ,ARGENTINA5
5237,AMLa,AMLaaq0Heg9dv61KTOHe6wVI,AMERICA     ,PERU     0
10130,ANFq,ANFqACyb,AMERICA     ,UNITED ST6
16100,AnO2,AnO2gMpS,AMERICA     ,BRAZIL   4
10683,ANZ1,ANZ1n65ng9X0YsC,AMERICA     ,PERU     3
13499,438Dp04tpT0j9v,aOv2KBCPH,AMERICA     ,PERU     9
11689,AOw2,AOw2AQ8,AMERICA     ,UNITED ST8
13501,88dvQCqiLlp,aPWYrs30,AMERICA     ,UNITED ST1
8181,aPYv,aPYvV7Bdyw0WjwT,AMERICA     ,PERU     9
2326,lv1bgZ,aPZEmP5Qd,AMERICA     ,UNITED ST5
7697,aQEg,aQEg5Tv6,AMERICA     ,ARGENTINA6
14150,ARl4,ARl46jZM6u,AMERICA     ,BRAZIL   4
14684,arLG,arLGUslIUhNgpL9Nh8V3NH,AMERICA     ,ARGENTINA5
16990,dB5CkwdRJ,at,AMERICA     ,UNITED ST8
6438,at5Q,at5QlbtJGCr8,AMERICA     ,CANADA   8
18093,atpE,atpEUnzUrB,AMERICA     ,PERU     4
8821,Tf8bM0w2zx8D,ATZ,AMERICA     ,ARGENTINA7
17715,AUOe,AUOek3dmvYZc,AMERICA     ,CANADA   0
4566,AuTM,AuTMmiQBB5tlNv,AMERICA     ,PERU     4
6334,av8k,av8kl8FL0,AMERICA     ,UNITED ST6
16870,LFJzh,avPY,AMERICA     ,BRAZIL   4
2384,LVpZwUmk8,awaq4s,AMERICA     ,ARGENTINA5
13886,AwJG,AwJGFrKL21A,AMERICA     ,CANADA   4
442,AwKQ,AwKQtMhlf,AMERICA     ,ARGENTINA7
11562,awo3,awo3WfrBnQXLYG8o,AMERICA     ,CANADA   2
14374,aXr9,aXr98ORi8BCsSfc,AMERICA     ,PERU     9
15652,AXtB,AXtBvG,AMERICA     ,BRAZIL   7
12961,axTY,axTYuWbe5d6,AMERICA     ,BRAZIL   9
11709,ayCk,ayCk0LLVpB2spmwUmj,AMERICA     ,UNITED ST4
14503,aye1,aye1qMDJfTzinwFQ,AMERICA     ,ARGENTINA2
9822,ayll,ayll0MLX9zivIO,AMERICA     ,BRAZIL   1
5491,aysK,aysKoRyeJjGZyI,AMERICA     ,BRAZIL   9
15161,az1O,az1OeLTUrU,AMERICA     ,UNITED ST4
3452,AZa3,AZa3rmxVStHlbE6KBJwC0l1K,AMERICA     ,UNITED ST3
10786,aZhE,aZhEjHvsJYLt9YKDaA0zwpc,AMERICA     ,PERU     9
11950,azJB,azJBaaLka0riN,AMERICA     ,PERU     0
5165,AzLI,AzLI4xmhFcohNNL2,AMERICA     ,CANADA   5
4619,AzoQ,AzoQYq8E3eG0vBuiuHpcI,AMERICA     ,PERU     8
12857,AzsY,AzsYo306mLkVU1,AMERICA     ,PERU     8
8954,18bnii,B,AMERICA     ,ARGENTINA7
7320,9ekQdaYfhHeG8QA9SeU,b,AMERICA     ,UNITED ST9
8600,b0hGjoP6Z6Wo,b0hG,AMERICA     ,BRAZIL   3
14626,b11P,b11PvZLrSkAkp,AMERICA     ,ARGENTINA3
3014,b31h,b31hHP,AMERICA     ,CANADA   3
2536,B42m,B42mwPs7VUvixVcHD,AMERICA     ,BRAZIL   4
1639,b4PM,b4PMCCURvaB9laPu8eT4Bb,AMERICA     ,ARGENTINA7
2830,B59Q,B59QTLNt,AMERICA     ,BRAZIL   2
12392,B5wJ,B5wJVXUwH9LihQ8Gglgte8e,AMERICA     ,UNITED ST0
12417,Dwp,b707C3GQIvjcnFZI,AMERICA     ,UNITED ST8
15486,b7C7,b7C7GuQfLreizerpi6kapT7,AMERICA     ,BRAZIL   0
16536,B7IE,B7IELZKB,AMERICA     ,UNITED ST2
8127,B8bk,B8bkzVZ0T6L2a,AMERICA     ,ARGENTINA7
18821,b8o1,b8o1QNLd,AMERICA     ,BRAZIL   1
10232,B9DA,B9DAXtmMiYrn1uc2dJTvD9x,AMERICA     ,BRAZIL   2
16557,B9pJ,B9pJBBECexD1ve6t,AMERICA     ,BRAZIL   7
16825,B9Tp,B9TpuQryDt,AMERICA     ,PERU     3
17373,B9Ui,B9UiH2Q7ulhcTppuTtOqA,AMERICA     ,BRAZIL   1
11089,B9W4,B9W4lI8n90JxJqqeIpLw2ZP,AMERICA     ,UNITED ST7
12774,bA8r,bA8rBQYsF,AMERICA     ,PERU     0
10862,bAlO,bAlOP2omDlBx1cnJMt,AMERICA     ,PERU     2
11401,bbdm,bbdmc2fMt,AMERICA     ,UNITED ST7
10904,BbhY,BbhY3AO,AMERICA     ,PERU     5
7026,BBn5,BBn5fqCqU,AMERICA     ,PERU     9
6095,BbRc,BbRc3JJuD,AMERICA     ,PERU     1
18529,bbvc,bbvcKxm,AMERICA     ,BRAZIL   9
2994,bC94,bC941TWdTDj6Fj3n,AMERICA     ,CANADA   5
13410,bcGn,bcGnsVmafdwP5E8ehuS,AMERICA     ,CANADA   5
7608,bChI,bChIQUC7H4mOX5usniyHKoc5,AMERICA     ,CANADA   9
3589,Bcx9,Bcx9ZYhRHQErDykrpQC,AMERICA     ,CANADA   2
13030,BdyF,BdyFEXezZweNDmaM,AMERICA     ,BRAZIL   2
9622,BEp2,BEp2YoSWt1X5dksE9jVYjLcW,AMERICA     ,ARGENTINA0
16817,t,bf7PdkCz3vV,AMERICA     ,PERU     4
15928,bf7v,bf7vxpmyAMhDEv,AMERICA     ,UNITED ST7
3890,bfB8,bfB8jgXsMRr1mCPp,AMERICA     ,PERU     3
5806,bfbt,bfbtX2h1Nh0cyFBkzZS,AMERICA     ,PERU     8
12864,bFE,bFEjg334xAyb,AMERICA     ,CANADA   1
17567,bFYL,bFYL5xVdgY,AMERICA     ,UNITED ST3
3176,bfZi,bfZipB53m5rcP4xjaG,AMERICA     ,PERU     6
11968,Bg2,Bg2HK4Kn5Ft4bs,AMERICA     ,PERU     0
5938,Bgsw,BgswaI0at,AMERICA     ,PERU     2
5439,BgWj,BgWjYXD4KW7vsG6h,AMERICA     ,CANADA   9
6935,NA5xlVs73,BgWpJFd6pq,AMERICA     ,CANADA   3
16142,bGx7,bGx7uOmjsa,AMERICA     ,BRAZIL   2
10844,MET4,bgzUZKU,AMERICA     ,CANADA   4
5736,bhsP,bhsP4AExGCg8Mh,AMERICA     ,UNITED ST5
9381,BhXO,BhXODcEO,AMERICA     ,PERU     9
365,bI19,bI19ss,AMERICA     ,UNITED ST5
5437,bi28,bi289rpNfttYNWs26E3rJJ,AMERICA     ,UNITED ST4
2287,bi5j,bi5jfpEEgsduQDoMthN,AMERICA     ,CANADA   8
13053,BiAl,BiAlp8IRONrW7zfmf6,AMERICA     ,UNITED ST9
18048,bie4,bie4nl,AMERICA     ,UNITED ST5
18345,bioD,bioDg8He1snyBT68k9gVHW7Z,AMERICA     ,PERU     1
7420,birG,birGpHZ3arxc4rKI,AMERICA     ,CANADA   5
7251,BIrq,BIrqKKVAz65qzVHwRoD4,AMERICA     ,UNITED ST3
6014,2pRv8YLE4,bISO1JFUEsPg2C,AMERICA     ,UNITED ST9
17070,BIT3,BIT3UxehyGJ,AMERICA     ,ARGENTINA6
14802,BjKO,BjKOYhy6cuish8XDUtswf,AMERICA     ,CANADA   4
33,Bl8F,Bl8FeyfxOpFuRuDEV,AMERICA     ,PERU     2
17874,BlbD,BlbDhDlmUdTn9pf0mvHkL7dr,AMERICA     ,PERU     4
9180,bLz0,bLz0EQH0IhWUZi3IWs5J,AMERICA     ,BRAZIL   3
8622,bmgY,bmgYsqxM,AMERICA     ,CANADA   8
16779,BmgZGGNwTE8gsGS6ng8MLg,BmgZ,AMERICA     ,BRAZIL   2
17168,BmqL,BmqLYRjA,AMERICA     ,ARGENTINA2
2262,cdH,bnAYkgws,AMERICA     ,UNITED ST1
6678,bnB2,bnB20N9fDFW0jzHmx,AMERICA     ,CANADA   5
11150,bnZv,bnZviFKSMaIk4BJ1lqUe,AMERICA     ,CANADA   8
11366,boMv,boMviEm3wlpoMgk7V,AMERICA     ,BRAZIL   9
1145,V9r,boU8nacBlx2vuvJ0ow,AMERICA     ,BRAZIL   2
18198,boxG,boxGKQlmaemJ,AMERICA     ,ARGENTINA5
8636,bPQv,bPQvyNZqIn7It,AMERICA     ,BRAZIL   8
13251,BPs5,BPs5lJlVjabTtYNzX,AMERICA     ,ARGENTINA9
14955,BpV4,BpV4pBYn4,AMERICA     ,UNITED ST7
8740,iZmF,bPZRKcqVEfKDQE,AMERICA     ,CANADA   5
19002,bqdK,bqdKBuhnFSNiL5mNQkd1g,AMERICA     ,CANADA   8
16254,bqDU,bqDUlX,AMERICA     ,PERU     3
15335,287jQSQhPIPvqUW,bqt,AMERICA     ,PERU     8
8125,BR0,BR0tVAT4,AMERICA     ,ARGENTINA5
15283,bRgd,bRgdMFC33iCGzGw7lkCe,AMERICA     ,UNITED ST4
927,7tTuwdvCWdOJQZy9ung,brK3,AMERICA     ,PERU     0
2501,bRQ6,bRQ6xD6B,AMERICA     ,PERU     7
13133,BRSv,BRSvSkFA4jCkdZpm6ysv,AMERICA     ,CANADA   1
535,1Y2rGHFB,bRzmB,AMERICA     ,BRAZIL   9
1235,BrZm,BrZmrig1AJ,AMERICA     ,UNITED ST6
16997,BRzn,BRznNvsn89WBW,AMERICA     ,UNITED ST7
15390,XEkaHaBiRaEA,Bs,AMERICA     ,PERU     4
7701,d,bsmh3jx2xFZhRMNivGoZ,AMERICA     ,BRAZIL   1
6477,BtFD,BtFDCuS2CCyTQxZjH,AMERICA     ,ARGENTINA4
15087,BthW,BthWy7MQBWzvQMkgeN,AMERICA     ,UNITED ST8
12453,bTZR,bTZRSj3jV77,AMERICA     ,PERU     9
15788,bUm6,bUm6KDr3BJh8f,AMERICA     ,PERU     5
7280,bV30,bV301Lwx2SaexJSJpgmp,AMERICA     ,BRAZIL   2
16590,Bvde,BvdeNvuCUM,AMERICA     ,BRAZIL   0
550,BVrK,BVrKgwOTb,AMERICA     ,PERU     7
10286,bvz8,bvz8388fvWWBwY7i,AMERICA     ,UNITED ST6
19532,BWQU,BWQUZdUR1,AMERICA     ,BRAZIL   1
2068,BXJa,BXJaSEjJ,AMERICA     ,UNITED ST2
3161,bxnx,bxnx8bx8CNRV2J,AMERICA     ,ARGENTINA4
14550,BxTp,BxTpl4JZa06wPs3Keo,AMERICA     ,PERU     1
17248,Bxzy,BxzyUw,AMERICA     ,CANADA   4
13339,BYDX,BYDXDaq8E,AMERICA     ,UNITED ST1
17305,byET,byEToLEdz4T8,AMERICA     ,PERU     3
18602,BYft,BYftc1zVal272lA6J7,AMERICA     ,UNITED ST9
11058,ByJg,ByJgOki0J,AMERICA     ,CANADA   4
1904,ByK2,ByK2vRDBi9YfLwPdbMu5,AMERICA     ,UNITED ST0
8272,ByUD,ByUDQdnIu7h,AMERICA     ,UNITED ST3
4555,bZ59,bZ59gPra,AMERICA     ,BRAZIL   6
11520,BZ5w,BZ5weVaU1e8yvcjgaWHQW,AMERICA     ,UNITED ST5
2917,bzCD,bzCDV0m7F0mryJOyo,AMERICA     ,PERU     3
19569,bZrw,bZrwNk,AMERICA     ,PERU     9
6177,C11S,C11Sn1tgJL,AMERICA     ,UNITED ST9
14980,C28Z,C28ZuCiDMcZpKbYjBee,AMERICA     ,CANADA   9
11292,C2qR,C2qRkRYAL,AMERICA     ,ARGENTINA7
14465,C38m,C38mFEdItob,AMERICA     ,CANADA   5
16046,c3Mx,c3MxZU70olUTq8iWAid,AMERICA     ,BRAZIL   3
14450,C3pC,C3pCk3x3AP0a,AMERICA     ,UNITED ST2
12058,c3qN,c3qNbOv,AMERICA     ,CANADA   1
8467,c4if,c4ifmfsch7mUcqPfKFLck,AMERICA     ,CANADA   8
16207,C4o7,C4o70j,AMERICA     ,UNITED ST6
8770,c4qg,c4qgiMg2Ii,AMERICA     ,BRAZIL   9
17777,jj2d39Epnk,C5fdp,AMERICA     ,ARGENTINA5
11063,c5xQ,c5xQhdVr2Y9EjKaPj,AMERICA     ,UNITED ST3
14448,C6fe,C6febN2hw7aGOrF,AMERICA     ,BRAZIL   6
13715,C6K7,C6K7MRjPy,AMERICA     ,ARGENTINA4
15128,c84z,c84z3Ae2hIJR5wk5kAxShy,AMERICA     ,ARGENTINA9
14272,c8e9,c8e9X0,AMERICA     ,CANADA   0
7962,G6Wewl8m3KlzBDnig8,C9THO,AMERICA     ,ARGENTINA4
4795,b,cagaEMEAleLGYEJ65I,AMERICA     ,PERU     3
10214,cAns,cAnsMLnDPgL,AMERICA     ,BRAZIL   1
19979,CauM,CauMHWBSDOU,AMERICA     ,PERU     8
366,CbaM,CbaMGz8LDVWqoTzS89lG,AMERICA     ,CANADA   9
13345,cBDs,cBDst2p,AMERICA     ,CANADA   8
8400,M1cLUE,CBt1b,AMERICA     ,CANADA   0
14468,CBzB,CBzBJGJOffN0Dp,AMERICA     ,UNITED ST7
18155,0rWQXPpM7R1pQZNw10Siv,cC,AMERICA     ,BRAZIL   9
9749,fhCFky,cC2,AMERICA     ,UNITED ST1
2252,CcvM,CcvMFxIESE0bMFlLs2,AMERICA     ,ARGENTINA5
2077,cd00,cd00fpH,AMERICA     ,BRAZIL   0
13106,Cd27,Cd27oyM6mv1oVcBi0XQ8,AMERICA     ,BRAZIL   3
4732,cd7O,cd7ODkxrE68sbVERe8iI7CQ,AMERICA     ,ARGENTINA6
14166,Cdbq,CdbqpULzRD,AMERICA     ,CANADA   6
1995,RikdXKx,cdIoncwMmrhfv0VB,AMERICA     ,BRAZIL   0
2015,CDjc,CDjclz8gTi36Qk,AMERICA     ,BRAZIL   6
9017,Ce5O,Ce5OSzp3y7,AMERICA     ,CANADA   7
6607,CER9,CER9RSKFJlp41sinFF,AMERICA     ,PERU     0
2562,cEsT,cEsTwMh5,AMERICA     ,PERU     5
17536,DkqbV2fyIavKrUW5Pm,Ceu7z,AMERICA     ,ARGENTINA6
10454,CEwB,CEwBfMwf8aXWCxVD1,AMERICA     ,UNITED ST4
17454,4aR9,CFdIljkMvkDO9gzHll,AMERICA     ,UNITED ST2
9283,cgdg,cgdgkSDm8H3u5M5YPnj,AMERICA     ,BRAZIL   0
14002,cGp9,cGp9zJCvQUHnU,AMERICA     ,PERU     8
18208,CGZq,CGZqDHxK25tSUejrbkZJ,AMERICA     ,UNITED ST5
3920,CHC6,CHC6wWVRyFyRJ4DfLQ,AMERICA     ,CANADA   1
12707,cHh,cHhWjM9K,AMERICA     ,CANADA   3
18417,CHOT,CHOTAO6bgE,AMERICA     ,BRAZIL   9
1893,Jlo9,cI,AMERICA     ,ARGENTINA8
1447,CjGt,CjGtdH5InHR0N15eKWPmnPIO,AMERICA     ,PERU     0
12321,cJhT,cJhTVqdXQgIcCm5p8Uf,AMERICA     ,CANADA   5
2935,cjw8,cjw8usQhqbuzD1y5xW,AMERICA     ,PERU     4
11951,CjYH,CjYHYFDHnEu2Fae,AMERICA     ,ARGENTINA8
16355,cKjo,cKjonAGfCLiAZ,AMERICA     ,BRAZIL   4
14907,ckjV,ckjVGITtBr3FmN,AMERICA     ,UNITED ST1
18416,YWJHWYd6qwFgWmAfik,CkN1,AMERICA     ,UNITED ST9
16052,Ckxy,CkxyzGmHsZkRS3xk5,AMERICA     ,BRAZIL   1
17779,clAy,clAyO3HwUZS8hSL4bM,AMERICA     ,PERU     1
4397,cLDY,cLDYGPX9p7Ra1,AMERICA     ,PERU     5
18652,qPI6DrIwFWS7VOoqKB,ClEJ,AMERICA     ,ARGENTINA8
7767,cLOH,cLOHJr2SaUKQuWiNO,AMERICA     ,BRAZIL   8
14419,Yi2,Cly0nDUeVdN45wS,AMERICA     ,BRAZIL   1
11566,CmA,CmAwNxLmMJRTxf,AMERICA     ,BRAZIL   6
3962,CMBJ,CMBJpRLL8u2RI,AMERICA     ,ARGENTINA2
13191,CmLN,CmLN1Ky3TSAqqFxCKV,AMERICA     ,CANADA   9
17038,R9PVgWE7m5VfiPOYQi,CmSn,AMERICA     ,BRAZIL   0
10582,J6H9,CMt2,AMERICA     ,PERU     1
6449,CmW2,CmW2Ov4LL51TGv5,AMERICA     ,ARGENTINA4
4968,CmWf,CmWfVhjLGH2MkpmaNoskldu,AMERICA     ,UNITED ST4
13389,H6FPBts3teD,COKtB4ts34f,AMERICA     ,BRAZIL   3
19997,3,COrbcJqgH1,AMERICA     ,ARGENTINA5
11621,CpKx,CpKx9CCLBW3IO,AMERICA     ,ARGENTINA6
558,cpZ1,cpZ15XGa,AMERICA     ,PERU     4
273,cq0,cq0QGJqvZI,AMERICA     ,BRAZIL   3
14497,cQ9s,cQ9stIuKp,AMERICA     ,UNITED ST7
16147,Cqd8,Cqd8SbHaWcenmP5t,AMERICA     ,BRAZIL   5
12015,cqGN,cqGNF6,AMERICA     ,CANADA   7
8501,UTUQLX,cQr,AMERICA     ,ARGENTINA6
11227,cr8n,cr8nEa1tAUyyuC,AMERICA     ,BRAZIL   6
5715,qsFHRnzdZaQ63pniTRZN,CS,AMERICA     ,PERU     1
4057,CSBf,CSBfrFqmD,AMERICA     ,UNITED ST3
12073,CSDR,CSDRRjjAB6rOLdZ6Sh,AMERICA     ,CANADA   6
6119,CSiS,CSiSIa4dXjja1bCfnVtZBCK9,AMERICA     ,ARGENTINA4
6035,CssV,CssVobXv4sBEQ,AMERICA     ,BRAZIL   1
3572,ct3k,ct3k9qdBnMrfeOGCoSwon,AMERICA     ,BRAZIL   2
3622,Hz,cT6GpkIX,AMERICA     ,UNITED ST8
6364,cTDZ,cTDZVCj,AMERICA     ,CANADA   9
1377,cTQ6,cTQ6gFWTJPNZ,AMERICA     ,PERU     6
4750,Ctzf,Ctzf5xSPE,AMERICA     ,BRAZIL   5
17504,cUdf,cUdf1R0A93GJ2,AMERICA     ,BRAZIL   1
18816,CUqp,CUqpVTGiCEwk1sd4,AMERICA     ,ARGENTINA1
12022,cv5n,cv5neMA1,AMERICA     ,UNITED ST4
8878,Cw0d,Cw0deUZO0V3Ac,AMERICA     ,PERU     6
2388,cWt0,cWt0Rq,AMERICA     ,BRAZIL   5
6988,cxCG,cxCGsa,AMERICA     ,CANADA   2
601,cXrn,cXrnw1UtFF8dEfRuyUd6,AMERICA     ,ARGENTINA0
4195,CXv7,CXv7TcsEmUicIsF3yQ,AMERICA     ,PERU     0
5077,CXXh,CXXhpWsjsU63kTSBiXoA,AMERICA     ,PERU     1
72,CxyH,CxyHFFzGum1sz0jBMiqR5Ax,AMERICA     ,BRAZIL   3
8504,CZbd,CZbda0cE4d,AMERICA     ,CANADA   4
16279,CZdm,CZdmZGORLXStY8,AMERICA     ,CANADA   8
3241,CzjI,CzjIBbBIF3yt5H5oneeXuu,AMERICA     ,BRAZIL   1
3132,CzSR,CzSRzDzG,AMERICA     ,BRAZIL   7
2903,CZyv,CZyvNmrEqVzE,AMERICA     ,CANADA   0
4696,g2qW,d,AMERICA     ,PERU     8
8053,8XA0KkUhG450,D1,AMERICA     ,BRAZIL   1
12084,KlDq8VVzn9,D2q,AMERICA     ,CANADA   3
18777,e9t,D4izxYFm,AMERICA     ,PERU     1
10668,d4Ky,d4KyuALUQOVJ5jgN,AMERICA     ,BRAZIL   3
18734,D7cK,D7cKSJbD,AMERICA     ,ARGENTINA2
16193,D7Fn,D7FnKzVUQIGu1XBp1xDsZ,AMERICA     ,PERU     7
3239,D7Pe,D7Pemia,AMERICA     ,PERU     8
19310,D86s,D86sgqA5f2rjy38iGsAoq,AMERICA     ,BRAZIL   9
5957,d8eF3Koe,d8eF,AMERICA     ,BRAZIL   0
3808,dCFmX36xg,d8XyIFJhs,AMERICA     ,ARGENTINA0
9469,d91s,d91s07UpLYhv,AMERICA     ,ARGENTINA3
730,d9bU,d9bUCM,AMERICA     ,BRAZIL   7
2777,dacb,dacbFsNcBwft,AMERICA     ,PERU     8
10282,DAjB,DAjB81YYx3Roy,AMERICA     ,PERU     7
